what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201211091924,"org.eclipse.cdt.codan.ui.cxx",1380662375435
started,bundle,org.eclipse.cdt.core,5.3.2.201211091924,"org.eclipse.cdt.core",1380662375435
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201211091924,"org.eclipse.cdt.debug.core",1380662375438
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201211091924,"org.eclipse.cdt.debug.ui",1380662375449
started,bundle,org.eclipse.cdt.dsf,2.2.0.201211091924,"org.eclipse.cdt.dsf",1380662375450
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201211091924,"org.eclipse.cdt.dsf.ui",1380662375450
started,bundle,org.eclipse.cdt.make.core,7.1.2.201211091924,"org.eclipse.cdt.make.core",1380662375452
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201211091924,"org.eclipse.cdt.make.ui",1380662375457
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201211091924,"org.eclipse.cdt.managedbuilder.core",1380662375471
started,bundle,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui",1380662375480
os,sysinfo,,,"win32",1380662375482
arch,sysinfo,,,"x86",1380662375482
ws,sysinfo,,,"win32",1380662375482
locale,sysinfo,,,"en_US",1380662375482
processors,sysinfo,,,"2",1380662375482
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1380662375482
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1380662375482
java.specification.name,sysinfo,,,"Java Platform API Specification",1380662375482
java.specification.vendor,sysinfo,,,"Oracle Corporation",1380662375482
java.specification.version,sysinfo,,,"1.7",1380662375482
java.vendor,sysinfo,,,"Oracle Corporation",1380662375482
java.version,sysinfo,,,"1.7.0_02",1380662375482
java.vm.info,sysinfo,,,"mixed mode",1380662375482
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1380662375482
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380662375482
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1380662375482
java.vm.specification.version,sysinfo,,,"1.7",1380662375482
java.vm.vendor,sysinfo,,,"Oracle Corporation",1380662375482
java.vm.version,sysinfo,,,"22.0-b10",1380662375482
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201211091924,"org.eclipse.cdt.codan.core.cxx",1380662375498
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201211091924,"org.eclipse.cdt.codan.core",1380662375510
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201211091924,"org.eclipse.cdt.codan.checkers",1380662375528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380662419545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380662422679
opened,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662443245
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1380662443292
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662443334
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201211091924,"org.eclipse.cdt.codan.ui",1380662444403
opened,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662444678
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662444712
opened,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662455588
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662455620
opened,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662464030
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662464056
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201211091924,"org.eclipse.cdt.codan.checkers.ui",1380662464124
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662470762
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662472713
activated,editor,org.eclipse.cdt.ui,5.3.2.201211091924,"org.eclipse.cdt.ui.editor.CEditor",1380662493909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380662590590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380662629273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1380662641054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662646676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662649456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662655984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662656375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662657247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662659384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662659583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662659799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662660184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1380662661691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662664424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662665008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662667687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662668240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662669334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662670279
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662670494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662670686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662671486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662671694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662671886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662672551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662672702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662672862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662673824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662673998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662674167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662674783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662674961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662675072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662675615
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662675766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662675894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662676431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662676582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662676710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662682255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662682401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662682542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662690711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662691199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662692646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662694622
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662694790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662695134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1380662697862
